fo_mean,fo_median,fo_std,fo_variance,fo_skewness,fo_kurtosis,fo_energy,fo_entropy,fo_min,fo_max,fo_range,fo_p10,fo_p25,fo_p75,fo_p90,fo_iqr,fo_mad,shape_area,shape_perimeter,shape_eccentricity,shape_major_axis,shape_minor_axis,shape_solidity,shape_extent,shape_aspect_ratio,shape_equiv_diameter,shape_convex_area,glcm_contrast_d1_mean,glcm_contrast_d2_mean,glcm_contrast_d3_mean,glcm_dissimilarity_d1_mean,glcm_dissimilarity_d2_mean,glcm_dissimilarity_d3_mean,glcm_homogeneity_d1_mean,glcm_homogeneity_d2_mean,glcm_homogeneity_d3_mean,glcm_energy_d1_mean,glcm_energy_d2_mean,glcm_energy_d3_mean,glcm_correlation_d1_mean,glcm_correlation_d2_mean,glcm_correlation_d3_mean,glcm_asm_d1_mean,glcm_asm_d2_mean,glcm_asm_d3_mean,label,label_name
73.6951219512195,61.0,37.52132911833303,1407.850138806266,1.8462572338955214,3.365365235719427,6729400.0,6.507961087235518,25.0,241.0,216.0,43.0,50.0,82.0,126.0,32.0,27.190164584572667,984.0,130.66904755831212,0.8505568399048828,49.52364393725227,26.0436486789587,0.9461538461538461,0.7420814479638009,1.9015632005996006,35.39587139793849,1040.0,3.046268174962294,4.099262936969662,6.068324016479502,0.7547906485671196,0.9849253434707221,1.4213045063343066,0.7565405476362667,0.6977569730907781,0.5927978232596243,0.3188570985941635,0.29504566845390945,0.2544966041709369,0.7466548629013141,0.6503587164589248,0.44925920358489,0.10222767123177473,0.08742530272015939,0.06506479541675705,0,benign
9.81502521416854,1.0,19.644557575558206,385.9086423394213,3.6754260292201044,18.071538223511205,15874487.0,3.7606729409502773,0.0,217.0,217.0,1.0,1.0,8.0,31.0,7.0,12.041168315987482,32918.0,698.9787514439402,0.43111384360486077,217.01106962702514,195.80855465750201,0.9891225961538461,0.7995045296675005,1.1082818623865,204.72542424816731,33280.0,0.33240102726507104,0.45654874355402353,0.7131191591826584,0.10939766879574755,0.14622905712897136,0.2181650553465047,0.9598747834157431,0.947779485628649,0.9255667369399285,0.8521362534155373,0.8468516842375369,0.8360915965816275,0.817091753743217,0.7483965537135049,0.6047469077911881,0.7261470369038823,0.7171708528770928,0.6990547656210117,0,benign
68.89082009789232,56.0,36.08693493601688,1302.2668730763155,1.4566336751366082,1.7933239516680333,60548650.0,6.733640092732894,19.0,220.0,201.0,36.0,43.0,84.0,122.0,41.0,27.892278377911758,7090.0,330.8355697996826,0.7562439041081156,118.60592627581622,77.60264915182401,0.985406532314107,0.7312293729372937,1.5283747084944515,95.0119380508171,7195.0,0.6840076529928788,0.9566572731413981,1.569263499889459,0.17898668367563417,0.2393169368741787,0.3634366062615589,0.938604261732042,0.9214373744834139,0.8908053206262677,0.6822357850453491,0.678739829384069,0.6714818246129791,0.919188459845358,0.8865826441549006,0.8122094194351561,0.46545324728076515,0.46069692732041995,0.4509010575465796,0,benign
70.04007679385649,61.0,30.82469498269918,950.1618207764401,1.7599597429725533,3.2598609285789486,24401011.0,6.482777643914322,19.0,226.0,207.0,43.0,49.0,78.0,113.0,29.0,22.141035110279724,4167.0,259.095454429505,0.8520924037181137,100.86023856648816,52.78937934133212,0.9830148619957537,0.8253119429590018,1.9106161092429883,72.8394754436866,4239.0,1.7605006244922234,2.3660439333496623,3.578137832504656,0.437661246316709,0.5753519220871732,0.8481420489157862,0.854082885998689,0.8146610103344157,0.7431971599158942,0.3522366786471525,0.334726374698048,0.3062846854891026,0.8043982460335706,0.7338922949190689,0.5809764329009053,0.12434772706876461,0.11226208348968482,0.09396246322922244,0,benign
14.296282547595057,8.0,16.367718040361876,267.9021938487876,1.2443221328048761,1.1237869288873252,8905895.0,4.999106949864466,0.0,107.0,107.0,0.0,1.0,25.0,38.0,24.0,13.41838921988841,18857.0,530.7178207935912,0.7317204519769477,187.8975188743179,128.0718613551648,0.9881052190316495,0.8110537634408602,1.4671256971369107,154.94992124899892,19084.0,0.1539790631943077,0.20560260374115433,0.3098000971654349,0.09315988366097627,0.12399509303885352,0.1858801283600632,0.9590343956647345,0.9455962926017839,0.9186956621293153,0.7174187047695364,0.7090904430205673,0.6920973658217984,0.8801437349993453,0.8397304212943341,0.7568527460290129,0.5147276400539829,0.5028558374179531,0.4790427999139488,0,benign
13.46621090205094,7.0,17.477096170799694,305.44889056338127,2.7207207275317744,11.523542432279786,24138343.0,4.974802069223364,0.0,184.0,184.0,1.0,1.0,19.0,35.0,18.0,12.144168607518115,49587.0,904.2813126546316,0.8391773896718122,341.44127179081147,185.69549954659004,0.9891287002313891,0.7712299365434864,1.8387159227041237,251.2690376962162,50132.0,0.20213261742404895,0.2662998373733466,0.40890606164909576,0.101076950393342,0.1324493810724519,0.19808191988449408,0.9566874957559696,0.9436542883193507,0.9172631623170344,0.7668900556939826,0.7581834918857447,0.7406903699744213,0.8627999780472264,0.818030571023495,0.7166691230300738,0.5881747919172383,0.57490863990254,0.548690594241622,0,benign
76.16412213740458,66.0,42.03282717242822,1766.7585601072199,1.2350981080267773,1.0076450448890846,29741187.0,7.022036435028477,5.0,228.0,223.0,37.0,46.0,90.0,145.0,44.0,31.822166540411395,3930.0,248.61017305526642,0.8090826025691816,92.58002125678448,54.40881001551459,0.978585657370518,0.8177278401997503,1.7015630599232996,70.7377650962284,4016.0,2.8628770457561283,3.9136752670920187,6.101276293153486,0.563994243812587,0.7561179422816775,1.151633492070203,0.8272040646969689,0.7779231783979641,0.6879441941522673,0.31151381610977463,0.2943230482698943,0.26322195115274805,0.8032907101031561,0.7290418024402511,0.5665122208956341,0.0973028016756255,0.08685807371260496,0.06950427858378629,0,benign
34.21706569840009,24.0,33.823877127582314,1144.0546639417862,2.4997906845681928,8.62891017187011,20400881.0,6.462229452773368,0.0,240.0,240.0,6.0,13.0,44.0,72.0,31.0,23.296265977214144,8813.0,367.22034611053283,0.7034721944812853,125.94608178645807,89.51274951744054,0.9833742468199063,0.7590869939707149,1.4070183573337662,105.92950536914155,8962.0,0.7086934561721543,0.975949813797509,1.5424801574633866,0.2746935664086318,0.3660342411234256,0.5566536139678607,0.8907420309980831,0.8578375931540136,0.7922731753267271,0.5035647702538386,0.4852067587450335,0.4493803310326429,0.8940285737359781,0.8520723208310015,0.7572111886155022,0.2538434085577802,0.2357027656946085,0.20220068698883342,0,benign
36.85535561268209,29.0,21.73518631001243,472.4183239309518,1.7683086442881324,3.867976221897658,21364684.0,5.939116754078317,11.0,186.0,175.0,17.0,22.0,46.0,66.0,24.0,16.3675051050416,11670.0,412.87720036002514,0.5423306128721684,133.16847379286574,111.88351290456477,0.9826540922869653,0.795392584514722,1.190242157541628,121.89628988225749,11876.0,0.5330982269913566,0.720126327694453,1.0989061972948087,0.21250728094716625,0.28261594305332083,0.4239473577245876,0.9155612201232206,0.8892364633178548,0.8377626202118741,0.4667559993688493,0.4520919840347518,0.42494612539458587,0.8539621540461616,0.8018931148496763,0.6939401138580849,0.2180014891243992,0.20450596752638234,0.1806618257886995,0,benign
51.66204032012967,47.0,26.13010426600475,682.7823489522797,0.9392201146967141,0.6318219211116802,33085112.0,6.542942438748786,5.0,153.0,148.0,24.0,32.0,65.0,88.0,33.0,20.802343648114885,9871.0,391.4213562373095,0.6845254114076225,131.78031742436409,96.0664017299506,0.9845401954917216,0.7909455128205128,1.3717628125055399,112.1077497146419,10026.0,0.575459431132243,0.7828006484539953,1.2180472331625414,0.2433271708826329,0.32593096120385495,0.4925994444617948,0.9008582434159971,0.8683989524578164,0.8049540806224116,0.36215110940970124,0.34376265347850654,0.3108016255386419,0.9030999930292747,0.8677097869448733,0.7912993173858014,0.13132916425160335,0.11833659949566054,0.09668006765234526,0,benign
